establishment_name,address,city,state_zip,yelp_id
TRATTORIA ALBERTO,506 8TH ST SE,WASHINGTON, DC 20003,trattoria-alberto-washington
COLONIAL CATERING,800 21ST ST NW,Washington, DC 20052,whole-foods-washington
HARRIET'S,432 11TH ST NW,Washington, DC 20004,harrington-hotel-washington
DISTRICT OF PI,910 F ST NW,WASHINGTON, DC 20004,district-of-pi-washington
CAPELLA HOTEL,1050 31ST ST NW,WASHINGTON, DC 20007,capella-washington
HARRIET'S,432 11TH ST NW,Washington, DC 20004,harrington-hotel-washington
AMERICAN  BEST KABOB,3835 PENNSYLVANIA AVE SE,WASHINGTON, DC 20019,tash-washington
WASHINGTON PLAZA HOTEL,10 THOMAS CIR NW,Washington, DC 20005,washington-plaza-hotel-washington-2
LINCOLN HOUSE RESTAURANT,504 10TH ST NW,Washington, DC 20004,lincolns-waffle-shop-washington
MCCORMICK & SCHMICK SEAFOOD RESTAURANT,901 F ST NW,WASHINGTON, DC 20004,mccormick-and-schmicks-washington
UNION MEAT COMPANY,225 7TH ST SE,Washington, DC 20003,union-meat-company-washington
BROOKLAND MARKET,3736 10TH ST NE,WASHINGTON, DC 20017,brookland-market-washington
BANDELERO(N),3241 M ST NW,Washington, DC 20007,graffiato-washington
POTBELLY SANDWICH,637 INDIANA AVE NW,Washington, DC 20004,potbelly-sandwich-shop-washington-19
MICHIGAN LIQUORS,3934 12TH ST NE,Washington, DC 20017,whelans-liquor-washington
DELI 14,1135 14TH ST NW,Washington, DC 20005,daily-14-washington
RED DOOR SALON ELIZABETH ARDEN,1401 PENNSYLVANIA AVE NW,Washington, DC 20004,bliss-spa-washington
SPRIGS & SPROUTS,2317 WISCONSIN AVE NW,Washington, DC 20007,sprig-and-sprout-washington
WHEELER LIQUORS,4137 WHEELER RD SE,Washington, DC 20032,wheeler-liquors-washington-2
SUBWAY CAFE,555 12TH ST NW,Washington, DC 20004,white-apron-specialty-sandwiches-washington
BERKSHIRE FOOD & DRUG,4201 MASSACHUSETTS AVE NW,Washington, DC 20016,berkshire-food-and-drug-washington
SUNNY'S CARRY-OUT,1301 GOOD HOPE RD SE,Washington, DC 20020,younis-pizzeria-washington
TAYLOR GOURMET,624 E ST NW,WASHINGTON, DC 20004,taylor-gourmet-washington-6
EMBASSY SUITES HOTEL - TRATTORIA NICOLA'S,1250 22ND ST NW,Washington, DC 20037,embassy-suites-washington-dc-washington
LAWSONS GOURMET,601 13TH ST NW,Washington, DC 20005,lawsons-gourmet-washington
BEST CHOCOLATE CAKE IN THE WORLD,1200 19TH ST NW,Washington, DC 20036,sweet-diablo-washington
GEORGIA BROWN'S,950 15TH ST NW,Washington, DC 20005,georgia-browns-restaurant-washington
SBARRO,1300 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,sbarro-washington-4
PAN AMERICAN HEALTH ORGANIZATION,525 23RD ST NW,Washington, DC 20037,pan-american-health-organization-washington
WHITE APRON SPECIALTY SANDWICHES,445 11TH ST NW,WASHINGTON, DC 20004,white-apron-specialty-sandwiches-washington
TASH,524 8TH ST SE,WASHINGTON, DC 20003,tash-washington
7-ELEVEN,407 8TH ST NE,Washington, DC 20003,7-eleven-food-stores-washington
THE DELI,2538 VIRGINIA AVE NW,WASHINGTON, DC 20037,tjs-gourmet-deli-washington-2
ELLIPSE CAFE,616 17TH ST NW,Washington, DC 20006,ellipse-cafe-washington
AL'S DELICATESSEN,1003 8TH ST SE,Washington, DC 20003,als-famous-delicatessen-washington
CAFÉ AT CORCORAN GALLERY,500 17TH ST NW,Washington, DC 20006,the-corcoran-gallery-of-art-washington
CAMDEN SOUTH CAPITOL SWIMMING POOL,1345 SOUTH CAPITOL ST SW,WASHINGTON, DC 20003,good-stuff-eatery-washington
CHICKEN TORTILLA,1100 8TH ST SE,Washington, DC 20003,chicken-tortilla-washington
CHIPOTLE MEXICAN GRILL,413 8TH ST SE,Washington, DC 20003,chipotle-washington-9
LORI'S HOSPITAL GIFT SHOPS,900 23RD ST NW,Washington, DC 20037,bar-louie-dc-washington
Like That Unisex Salon,2449 GOOD HOPE RD SE,Washington, DC 20020,ians-hair-studio-washington
FLYING FISH COFFEE & TEA,3064 MOUNT PLEASANT ST NW,WASHINGTON, DC 20009,flying-fish-coffee-and-tea-washington
CORNERCOPIA,1000 3RD ST SE,Washington, DC 20003,cornercopia-washington
CVS/PHARMACY,1100 NEW JERSEY AVE SE,WASHINGTON, DC 20003,cvs-pharmacy-washington-67
AWASH RESTAURANT,2218 18TH ST NW,Washington, DC 20009,awash-restaurant-washington
CALIFORNIA GRILL,1720 M ST NW,Washington, DC 20036,california-grill-washington-2
MINTWOOD PLACE (n),1811 Columbia RD NW,WASHINGTON, DC 20006,mintwood-place-washington
GANDEL'S LIQUORS,211 PENNSYLVANIA AVE SE,Washington, DC 20003,gandels-liquors-washington
AN UNCOMMON CAFE,1800 F ST NW,Washington, DC 20405,met-cafe-washington
LE CHAT NOIR,4907 WISCONSIN AVE NW,Washington, DC 20016,le-chat-noir-washington
PAPA JOHN'S PIZZA,2525 PENNSYLVANIA AVE NW,WASHINGTON, DC 20037,papa-johns-washington-6
CVS/PHARMACY,2646 NAYLOR RD SE,Washington, DC 20020,cvs-pharmacy-washington-15
HAWTHORNE MARKET PLACE,3706 Macomb ST NW,WASHINGTON, DC 20003,hawthorne-homemade-organic-juice-bar-and-market-washington
LARRY'S COOKIES,1100 PENNSYLVANIA AVE NW,Washington, DC 20004,the-old-post-office-pavilion-washington
FOSSIL CAFÉ,1000 CONSTITUTION AVE NW,Washington, DC 20560,national-museum-of-natural-history-washington
LA PLAZA RESTAURANT,629 PENNSYLVANIA AVE SE,Washington, DC 20003,la-plaza-restaurant-washington
LE PAIN QUOTIDIEN,666 PENNSYLVANIA AVE SE,Washington, DC 20003,le-pain-quotidien-washington-2
MEADE WINE & LIQUORS,3919 SOUTH CAPITOL ST SW,WASHINGTON, DC 20032,bilbo-baggins-alexandria
SPRING GARDEN RESTAURANT,4916 WISCONSIN AVE NW,Washington, DC 20008,spring-garden-washington
PAHO,525 23RD ST NW,Washington, DC 20037,sammys-coffee-kiosk-washington
JOY'S DELI,2041 MARTIN LUTHER KING JR AVE SE,Washington, DC 20020,the-brookland-cafe-washington-2
METROPOLITAN DAY SCHOOL,1240 RANDOLPH ST NE,WASHINGTON, DC 20017,projecttissue8-washington
MANDARIN CARRYOUT,129 15TH ST SE,WASHINGTON, DC 20003,mandarin-carry-out-washington
INTERNATIONAL FOOD,330 C ST SW,Washington, DC 20023,potbelly-sandwich-shop-washington-22
Vendor-MOROCO IN THE CITY-10720,8205 PERIDOT DR APT 203,MC LEAN, VA 22102,bed-bath-and-beyond-vienna-2
MCDONALD'S,1539 PENNSYLVANIA AVE SE,Washington, DC 20003,mcdonalds-washington-19
STACHOWSKI MARKET,1425 28TH ST NW,Washington, DC 20007,stachowski-market-and-deli-washington
NANDO'S PERI PERI,300 TINGEY ST SE,WASHINGTON, DC 20003,nandos-peri-peri-washington-4
G STREET FOODS,1706 G ST NW,Washington, DC 20005,g-street-food-washington
NATIONAL DEMOCRATIC CLUB,30 IVY ST SE,Washington, DC 20003,national-democratic-club-washington
DC CAFE,2035 P ST NW,Washington, DC 20036,food-corner-kabob-house-washington
HOLOCAUST MUSEUM,100 RAUL WALLENBERG PL SW,Washington, DC 20026,united-states-holocaust-memorial-museum-washington
NATIONALS STADIUM # 2 - 05,1500 SOUTH CAPITOL ST SE SPC 141,Washington, DC 20003,the-bullpen-washington
NATIONALS STADIUM  - Diamond Club,1500 SOUTH CAPITOL ST SE SPC DIAMC,Washington, DC 20003,nationals-park-washington
LEOPOLD'S KAFE KONDITOREI,3315 CADYS ALY NW,Washington, DC 20007,kafe-leopold-washington-3
TIME STAND,2100 PENNSYLVANIA AVE NW,Washington, DC 20004,t-g-i-fridays-washington-2
NATIONALS STADIUM # 3 - 15 BASELINE BREWS,1500 SOUTH CAPITOL ST SE SPC 229,Washington, DC 20003,nationals-park-washington
NATIONALS STADIUM # 3 - 35(Papa John's),1500 SOUTH CAPITOL ST SE SPC CLUB,Washington, DC 20003,the-ugly-mug-washington
VICTOR LIQUORS,6220 GEORGIA AVE NW,Washington, DC 20011,cleveland-park-bar-and-grill-washington-2
DISTRICT,2473 18TH ST NW,Washington, DC 20009,district-nightclub-washington
SIBLEY MEMORIAL HOSPITAL GIFT SHOP(SERENITY),5215 LOUGHBORO RD NW,WASHINGTON, DC 20032,blacksalt-fish-market-and-restaurant-washington
NATIONALS STADIUM - Red Porch,1500 SOUTH CAPITOL ST SE SPC PORCH,Washington, DC 20003,the-chesapeake-room-washington
PARK TAVERN,202 M ST SE,WASHINGTON, DC 20003,park-tavern-washington
RODMAN'S DISCOUNT FOOD & DRUG,5100 WISCONSIN AVE NW,Washington, DC 20016,crunch-fitness-washington
SACRIFICIAL LAMB KABOB & PIZZA,1704 R ST NW,Washington, DC 20009,sacrificial-lamb-kabobs-and-wraps-washington
PEARL DIVE OYSTER PALACE/BLACK JACK (n),1612 14TH ST NW,WASHINGTON, DC 20009,pearl-dive-oyster-palace-washington
NATIONAL GUARD ARMORY MAIN KITCHEN,2001 EAST CAPITOL ST SE,Washington, DC 20003,dc-rollergirls-washington
PHASE 1 (n),525 8TH ST SE,WASHINGTON, DC 20003,cava-mezze-dc-washington-2
POUR HOUSE,319 PENNSYLVANIA AVE SE,Washington, DC 20003,the-pour-house-washington
PUL PO,3407 CONNECTICUT AVE NW,WASHINGTON, DC 20008,pulpo-washington
DAVENPORT COFFE LOUNGE,4400 MASSACHUSETTS AVE NW,Washington, DC 20016,buzz-bakery-and-coffee-alexandria
Serendipity,327 7TH ST SE,Washington, DC 20003,serendipity-salon-washington-2
FEDERAL LOUNGE,2477 18TH ST NW,WASHINGTON, DC 20008,federal-restaurant-and-lounge-washington
BENNING MARKET BP,4400 BENNING RD NE,Washington, DC 20019,9-30-club-washington
BEN & JERRY'S,1100 PENNSYLVANIA AVE NW,Washington, DC 20004,ben-and-jerrys-washington-3
BLT STEAK,1625 I ST NW,WASHINGTON, DC 20006,blt-steak-washington
IFC CAFETERIA,2121 PENNSYLVANIA AVE NW,Washington, DC 20037,ifc-cafeteria-washington
SOUTHEAST MARKET,1500 INDEPENDENCE AVE SE,WASHINGTON, DC 20003,safeway-food-and-drug-washington-9
DISTRICT GROCERY STORE DELICATESSEN (n),1317 CONNECTICUT AVE NW,Washington, DC 20036,dgs-delicatessen-washington
SUBWAY SANDWICH AND SALAD,1100 NEW JERSEY AVE SE,WASHINGTON, DC 20003,justins-cafe-washington-2
WE, THE PIZZA,305 PENNSYLVANIA AVE SE,Washington, DC 20003,we-the-pizza-washington-2
CAFE MILANO,3251 PROSPECT ST NW,WASHINGTON, DC 20007,peacock-cafe-washington-3
SWEETGREEN,221 PENNSYLVANIA AVE SE,Washington, DC 20003,sweetgreen-washington-5
TOWNHOUSE TAVERN (n),1637 R ST NW,Washington, DC 20007,townhouse-tavern-washington
UPTOWNER CAFÉ,2023 G ST NW,Washington, DC 20037,uptowner-cafe-washington-4
WILLIAM PENN HOUSE,515 EAST CAPITOL ST SE,Washington, DC 20003,william-penn-house-washington
GOOD HOPE DELI & MARKET,1736 GOOD HOPE RD SE,Washington, DC 20020,harris-teeter-washington-2
CROWN FOOD MART,908 FLORIDA AVE NW,Washington, DC 20012,nellies-sports-bar-washington
TONY & JOE'S SEAFOOD PLACE,3020 K ST NW,Washington, DC 20007,fiola-mare-washington
GOLDEN CHINA,7715 GEORGIA AVE NW,Washington, DC 20012,golden-china-washington
GERALD'S GIFT SHOP,1310 SOUTHERN AVE SE,Washington, DC 20032,desserts-by-gerard-oxon-hill
BLACK SALT FISH MARKET AND RESTAURANT,4883 MACARTHUR BLVD NW,Washington, DC 20007,blacksalt-fish-market-and-restaurant-washington
HOSOI SUSHI,1100 PENNSYLVANIA AVE NW,Washington, DC 20004,hosoi-sushi-washington
ARNOLD & PORTER CAFETERIA(001),555 12TH ST NW,Washington, DC 20004,the-hamilton-washington
AROMA INDIAN RESTAURANT,1919 I ST NW,Washington, DC 20006,aroma-indian-cuisine-washington-3
CANNON SEAFOOD,1065 31ST ST NW,Washington, DC 20007,cannon-seafood-washington
LEDO PIZZA AND PASTA,7435 GEORGIA AVE NW,Washington, DC 20012,ledo-pizza-washington-7
PAUL BAKERY,2000 PENNSYLVANIA AVE NW,WASHINGTON, DC 20012,paul-bakery-and-cafe-washington-3
LA MANO COFFEE SHOP,304 CARROLL ST NW,Washington, DC 20012,la-mano-coffee-bar-washington
Vendor-PARS KABOB-12384,2801 Enterprise RD,BOWIE, MD 20721,macmedics-lanham
SPICY DELIGHT,308 CARROLL ST NW,Washington, DC 20012,soupergirl-washington
TEDDYS ROTI SHOP,7304 GEORGIA AVE NW,Washington, DC 20012,teddys-roti-shop-washington
WHITE HOUSE SUNOCO,1442 U ST NW,Washington, DC 20009,yates-automotive-service-alexandria
CHIPOTLE,1629 CONNECTICUT AVE NW,Washington, DC 20008,chipotle-washington-3
BRASSERIE BECK,1101 K ST NW,Washington, DC 20005,brasserie-beck-by-robert-wiedmaier-washington-2
CHOCOLATE GALLERY,1100 PENNSYLVANIA AVE NW,Washington, DC 20004,central-michel-richard-washington
BISTROT LEPIC & WINE BAR,1736 WISCONSIN AVE NW,Washington, DC 20015,bistrot-lepic-washington
HENRY'S CAFE,1704 U ST NW,WASHINGTON, DC 20009,henrys-soul-cafe-washington
THE CLASS DELI,6415 CHILLUM PL NW,WASHINGTON, DC 20012,marks-kitchen-takoma-park
CVS/PHARMACY,3327 CONNECTICUT AVE NW,Washington, DC 20005,cvs-pharmacy-washington-76
BERTUCCI'S BRICK OVEN,1218 CONNECTICUT AVE NW,Washington, DC 20036,bertuccis-brick-oven-pizzeria-washington-2
CHARMTHAI (THAI COAST),2514 L ST NW,Washington, DC 20037,charmthai-restaurant-washington
BREAD & CHOCOLATE INC,5542 CONNECTICUT AVE NW,Washington, DC 20015,chadwicks-washington-5
CANALAS DELI,225 7TH ST SE,Washington, DC 20003,canales-quality-meats-washington
CAFE CARVY,1020 19TH ST NW,WASHINGTON, DC 20006,cafe-carvy-washington
HOMEMADE PIZZA,5632 CONNECTICUT AVE NW,Washington, DC 20015,homemade-pizza-company-washington-3
WOODWARD TABLE,1426 H ST NW,WASHINGTON, DC 20005,woodward-takeout-food-washington
14 W YMCA POOL,1325 W ST NW,WASHINGTON, DC 20009,kramerbooks-and-afterwords-cafe-washington
CLUB HEAVEN AND HELL / GREEN ISLAND CAFE (n),2327 18TH ST NW,WASHINGTON, DC 20009,himalayan-heritage-restaurant-washington
RIRA IRISH PUB,3125 M ST NW,WASHINGTON, DC 20007,ri-ra-irish-pub-georgetown-washington
HILTON GARDEN INN,815 14TH ST NW,Washington, DC 20005,hilton-garden-inn-washington-dc-downtown-washington
ABSOLUTE PIZZA KABAB,2005 18TH ST NW,Washington, DC 20009,absolute-kabab-pizza-washington
7-ELEVEN STORE #34582,1755 COLUMBIA RD NW,Washington, DC 20009,7-eleven-washington-31
PIZZA BOLI'S,417 8TH ST SE,Washington, DC 20003,pizza-bolis-washington-2
DONOVAN HOUSE/ZENTAN RESTAURANT(n),1155 14TH ST NW,Washington, DC 20005,donovan-house-hotel-a-kimpton-hotel-washington
7-ELEVEN,333 HAWAII AVE NE,Washington, DC 20011,7-eleven-washington-26
CROWN LIQUORS,1325 CONNECTICUT AVE NW,Washington, DC 20036,crown-liquor-store-washington
AL CROSTINO (n),1324 U ST NW,Washington, DC 20009,pizzeria-paradiso-washington
MURPHY'S OF D.C.,2609 24TH ST NW,Washington, DC 20008,murphys-of-dc-washington
ALERO RESTAURANT,1724 CONNECTICUT AVE NW,Washington, DC 20009,alero-restaurant-washington-2
SHAWARMA SPOT,2418 18TH ST NW,Washington, DC 20009,shawarma-spot-washington
ALMAZ RESTAURANT,1212 U ST NW,Washington, DC 20009,dukem-ethiopian-restaurant-washington
NAAN & BEYOND,1700 PENNSYLVANIA AVE NW,WASHINGTON, DC 20006,roti-mediterranean-grill-washington
YES ORGANIC MARKET,410 8TH ST SE,Washington, DC 20020,yes-organic-market-capitol-hill-washington
PEET'S COFFEE,1701 PENNSYLVANIA AVE NW,Washington, DC 20006,peets-coffee-washington
BISTROT DU COIN,1738 CONNECTICUT AVE NW,Washington, DC 20009,bistro-bistro-washington-2
BETHESDA BAGELS OF DUPONT CIRCLE,1718 CONNECTICUT AVE NW,Washington, DC 20009,bethesda-bagels-washington-2
ZENOBIA LOUNGE (s),1025 31ST ST NW,Washington, DC 20007,zenobia-lounge-washington
OLIVIA'S CUPCAKES,2318 MINNESOTA AVE SE,WASHINGTON, DC 20020,olivias-cupcakes-washington
WESTIN HOTEL EMPLOYEES CAFÉ,1400 M ST NW,Washington, DC 20005,the-westin-washington-d-c-city-center-washington-3
BLACK CAT(n),1811 14TH ST NW,Washington, DC 20009,black-cat-washington
BOBBYS LEW'S(N),2006 18TH ST NW,Washington, DC 20009,bobby-lews-saloon-washington
STARBUCKS,2130 H ST NW,WASHINGTON, DC 20052,starbucks-washington-9
YUM'S CARRYOUT,1919 14TH ST NW,Washington, DC 20009,yums-carryout-washington-4
STARBUCKS,1110 VERMONT AVE NW,Washington, DC 20005,starbucks-washington-43
BUFFALO BILLIARDS(n),1330 19TH ST NW,Washington, DC 20036,buffalo-billiards-washington-2
CAPITAL CITY PUBLIC CHARTER SCHOOL,3047 15TH ST NW,WASHINGTON, DC 20009,ping-pong-dim-sum-washington-6
LEE'S MIINI-MART,3853 ALABAMA AVE SE,Washington, DC 20020,tasty-fried-washington
FOUR SEASONS HOTEL (MAIN KITCHEN/BANQUET/PASTRY),2800 PENNSYLVANIA AVE NW,WASHINGTON, DC 20007,bourbon-steak-washington
LARRY'S HOMEMADE ICE CREAM,1633 CONNECTICUT AVE NW,Washington, DC 20009,larrys-ice-cream-washington-2
PAL THE MEDITERRANEAN SPOT AND MORE,1501 15TH ST NW,WASHINGTON, DC 20009,commissary-washington
CRUMBS BAKE SHOP,470 L'ENFANT PLZ SW,Washington, DC 20024,sweetbites-mobile-washington
OPEN CITY,2331 CALVERT ST NW,Washington, DC 20008,open-city-washington
S & A  CAFE,800 9TH ST SW,Washington, DC 20024,king-ribs-washington-2
SUBWAY SANDWICH SHOP,2469 18TH ST NW,Washington, DC 20009,subway-washington-33
SANDELLA'S FLATBREAD CAFE,470 L'ENFANT PLZ SW,Washington, DC 20024,l-enfant-plaza-la-promenade-washington
EASTERN SENIOR HIGH SCHOOL,1700 EAST CAPITOL ST NE,WASHINGTON, DC 20003,sticky-rice-washington
STARBUCKS,409 3RD ST SW,Washington, DC 20024,starbucks-washington-16
UPTOWNER CAFE & MARKET,2400 M ST NW,Washington, DC 20037,uptowner-cafe-washington
MARTHA'S TABLE,2124 14TH ST NW,Washington, DC 20009,marthas-table-washington
STARBUCKS,470 L'ENFANT PLZ SW,Washington, DC 20024,starbucks-washington-56
SODEXHO AT ST MARYS COURT,725 24TH ST NW,Washington, DC 20037,fontaine-caffe-and-creperie-alexandria
STARBUCKS,1201 MARYLAND AVE SW,WASHINGTON, DC 20024,starbucks-coffee-washington-49
LOLAS RESTAURANT,711 8TH ST SE,Washington, DC 20003,lolas-barracks-bar-and-grill-washington
CAFE RECESS,209 PENNSYLVANIA AVE SE,Washington, DC 20003,hunan-dynasty-washington
STATION 4,1101 4TH ST SW,WASHINGTON, DC 20024,station-4-washington-3
THE WHARF,1100 MAINE AVE SW,Washington, DC 20024,maine-avenue-fish-market-washington
SUBWAY,525 SCHOOL ST SW,Washington, DC 20024,subway-washington-25
ARMAND'S CHICAGO PIZZERIA,226 MASSACHUSETTS AVE NE,Washington, DC 20003,armands-chicago-pizzeria-washington
TREASURY BLDG - LOBBY,401 14TH ST SW,Washington, DC 20024,w-washington-d-c-washington
VIE DE FRANCE,600 MARYLAND AVE SW,Washington, DC 20024,vie-de-france-washington
HERSEY'S,3151 K ST NW,Washington, DC 20009,gelateria-dolce-vita-washington
MARVIN (n),2007 14TH ST NW,WASHINGTON, DC 20009,marvin-washington
JIMMY JOHN'S GOURMET SANDWICHES,2428 WISCONSIN AVE NW,WASHINGTON, DC 20007,vace-washington
HARRINGTON GIFT SHOP,436 11TH ST NW,Washington, DC 20004,hard-rock-cafe-washington
P&C MARKET,1023 EAST CAPITOL ST SE,Washington, DC 20003,p-and-c-market-washington
VIE DE FRANCE,600 MARYLAND AVE SW,WASHINGTON, DC 20024,vie-de-france-washington
FOUR SEASONS HOTEL Beauty Salon,2810 PENNSYLVANIA AVE NW,WASHINGTON, DC 20007,george-at-the-four-seasons-washington
D & K MINI MARKET GROCERY,3333 MARTIN LUTHER KING JR AVE SE,Washington, DC 20032,cornercopia-washington
Church of the Epiphany - CHURCH KITCHEN,1317 G ST NW,Washington, DC 20005,youth-services-opportunities-project-washington
LA TOMATE,1701 CONNECTICUT AVE NW,Washington, DC 20009,la-tomate-washington
FIREHOOK BAKERY,1909 Q ST NW,Washington, DC 20009,firehook-bakery-washington-4
WALL STREET DELI,400 C ST SW,Washington, DC 20024,wall-street-deli-washington
VIRGO FISH HOUSE,1100 MAINE AVE SW,Washington, DC 20024,supreme-court-of-the-united-states-washington
AMC THEATRES UPTOWN 1,3426 CONNECTICUT AVE NW,Washington, DC 20008,amc-loews-uptown-1-washington
RAYMOND ELEMENTARY SCHOOL,915 SPRING RD NW,WASHINGTON, DC 20011,graffiato-washington
NEW YORK CONVENIENCE,1425 NEW YORK AVE NW,Washington, DC 20005,woodward-table-washington
BUILDING 33-34 DINING HALL,2700 MARTIN LUTHER KING JR AVE SE,WASHINGTON, DC 20032,nationals-park-washington
CHINA SOUTHERN CARRYOUT,306 SOUTHERN AVE SE,Washington, DC 20032,china-southern-carry-out-washington
CHESAPEAKE BIG MARKET,601 CHESAPEAKE ST SE,Washington, DC 20032,bastille-alexandria
KELLY'S IRISH TIMES,14 F ST NW,Washington, DC 20009,kellys-irish-times-washington
CIRCLE 7 EXPRESS,2713 MARTIN LUTHER KING JR AVE SE,Washington, DC 20032,shake-shack-washington-3
FEREBEE-HOPE ELEMENTARY SCHOOL,3999 8TH ST SE,WASHINGTON, DC 20032,chart-house-alexandria
ELMIRA GROCERY,4401 SOUTH CAPITOL ST SW,Washington, DC 20032,ikea-college-park
THE OCEANAIRE SEAFOOD ROOM,1201 F ST NW,Washington, DC 20004,oceanaire-seafood-room-washington-2
OPERA ULTRA LOUNGE(n),1400 I ST NW,Washington, DC 20005,josephine-washington
DUNKIN DONUTS,2001 14TH ST NW,WASHINGTON, DC 20009,dunkin-donuts-washington-14
GIANT FOOD STORE #384,1525 ALABAMA AVE SE,Washington, DC 20020,fogo-de-chao-washington-d-c-washington
FT DRUM MARKET,4686 MARTIN LUTHER KING JR AVE SE,Washington, DC 20032,jefferson-memorial-washington
CHEF GEOFF'S DOWNTOWN,1301 PENNSYLVANIA AVE NW,Washington, DC 20004,warner-theatre-washington
SAFEWAY,1100 4TH ST SW,WASHINGTON, DC 20024,safeway-washington-10
HOLIDAY LIQUORS,3505 WHEELER RD SE,Washington, DC 20032,bluejacket-washington
JOYTI INDIAN CUISINE,2433 18TH ST NW,Washington, DC 20009,jyoti-restaurant-washington-2
NAM'S MARKET,1327 W ST SE,Washington, DC 20020,bike-and-roll-washington
HONG KONG DELITE,3123 MARTIN LUTHER KING JR AVE SE,Washington, DC 20032,hong-kong-delite-washington
Vendor-FOJOL #4-11193,1349 FLORIDA AVE NW,WASHINGTON, DC 20009,view-14-luxury-apartment-homes-washington
Kutt-N-Upp,1433 GOOD HOPE RD SE,WASHINGTON, DC 20020,jasmines-hair-gallery-washington
Vendor-THE WAGON-#####,21959 TRACTION PL,STERLING, VA 20164,mobile-grill-food-trailer-sterling
IHOP RESTAURANT,1523 ALABAMA AVE SE,WASHINGTON, DC 20032,ihop-washington-5
MANDU,1805 18TH ST NW,Washington, DC 20009,mandu-washington
CAVA MEZZE GRILL,4237 WISCONSIN AVE NW,Washington, DC 20016,cava-mezze-grill-washington-2
NOOK,1300 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,nook-washington-2
LIFF'S MARKET,600 ALABAMA AVE SE,WASHINGTON, DC 20032,liffs-market-washington
KING AVENUE LIQUORS,2755 MARTIN LUTHER KING JR AVE SE,Washington, DC 20032,union-pub-washington
NATIONALS STADIUM # 5 - 35,1500 SOUTH CAPITOL ST SE SPC 314,Washington, DC 20003,nationals-park-washington
MALCOLM X @ GREEN ELEMENTARY SCHOOL,1500 MISSISSIPPI AVE SE,WASHINGTON, DC 20032,founding-farmers-washington
STARBUCK'S,700 14TH ST NW,Washington, DC 20005,starbucks-washington-104
EXECUTIVE DINING ROOM(001),2201 C ST NW,Washington, DC 20520,kaz-sushi-bistro-washington-3
SUBWAY,1957 E ST NW,Washington, DC 20052,subway-washington-54
SHEPHERD PHARMACY,7814 EASTERN AVE NW,Washington, DC 20012,giant-food-silver-spring
MAMA ILARDO,470 L'ENFANT PLZ SW,Washington, DC 20024,squisito-pizza-and-pasta-hanover
ATRIUM CAFE,400 VIRGINIA AVE SW,Washington, DC 20024,atrium-cafe-washington
